study,date,time,subject,consentq,last30days,recentgame1,recentgame2,recentgame3,recentgame4,recentgame5,playfrequency1,playfrequency2,playfrequency3,playfrequency4,playfrequency5,sliderviolence1,FreqViolence1,sliderviolence2,FreqViolence2,sliderviolence3,FreqViolence3,sliderviolence4,FreqViolence4,sliderviolence5,FreqViolence5,Averagefrequencyviolence,Age,Gender,sexnumerical,country,Numericalgameplayed,Gameplayed,VorNV,Score,Selfscore,Sexuality,Relationshipstatus,lengthofrelationship,ageofpartner,mvscaleselfdesirability,mvscaleothersdesirability,mvscalecomparison,mvscalecatch,MV1Total,mv1,mv2,mv3,MV3responserecoded,mv4,mv5,mv6,mv7,mv8,mv9,mv10,MV10responserecoded,mv11,mv12,mv13,MV13responserecoded,mv14,mv15,mv16,mv17,mv18,mv19,mv20,mv21,mv22,Mvfactorviewofoppositesex,MVFactorSociality,MVFactorparenting,MVFactorWealth,MVFactorLooks,MVfactorRelationshiphistory,MVFactorFearoffailure,MV2Average,sgaq1,sgaq2,sgaq3,sgaq4,sgaq5,sgaq6,sgaq7,sgaq8,SGAAverage,hos1,hos2,hos3,hos4,hos5,hos6,HostilityTotal,mm1,mm2,mm3,mm4,MATINGMOTIVATIONtotal,soirq1,soirq2,soirq3,soirq4,soirq5,soirq6,SOIRQ6Reversecoding,soirq7,soirq8,soirq9,soirq10,SOIRQ1Score,SOIRQ2Score,SOIRQSCORE,SOIRBehaviouralfacet,SOIRATTITUDEFACET,SOIRDESIREFACET,SOIRTOTAL,troubleunderstanding,furtherquestions,Removedata
mturk,63015,19:03:05,182014937,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,,,,0,29,Male,2,US,4,moremindlessviolence.html,V,2,6,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,7,7,7,6,27,5,7,1,7,7,6,5,5,7,1,1,7,5,5,2,6,1,5,5,6,3,1,5,1,5,3.666666667,6,6.333333333,2,5,3,7,4.772727273,5,5,1,1,6,6,1,1,2.333333333,1,1,1,1,1,1,6,2,3,5,5,15,1,0,3,6,1,6,4,9,2,2,2,2,1,4,7,11,6,24,No,None,No
mturk,63015,19:19:35,184251263,"Yes, I consent to participate in this study",Yes,kingdom hearts,mario kart,guitar hero,no,no,7,4,4,,,5,35,3,12,1,4,,,,,17,51,Female,1,united states,5,deanimator.html,V,5,4,1,Recently single/divorced/separated,20+ years,A little older,4,4,4,4,16,3,5,5,3,6,2,2,2,2,2,6,2,6,2,6,2,2,2,6,2,2,2,5,1,1,1.833333333,2,5.666666667,2,5.5,2,2.5,2.818181818,2,7,5,5,5,5,6,3,4,1,1,1,1,1,1,6,3,3,2,2,10,0,1,0,6,4,6,4,9,1,1,1,1,2,1,4,14,3,21,No,no problems,No
mturk,63015,15:27:40,185297669,"Yes, I consent to participate in this study",Yes,Ni No Ku Ni: Wrath of the White Witch,Bioshock Infinite,Final Fantasy VI,,,1,1,1, , ,5,5,6,6,5,5,,,,,5.333333333,25,Male,2,United States,4,moremindlessviolence.html,V,1,1,6,Single, , ,1,1,1,1,4,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1,2.2,1,1,1,1,7,1.818181818,1,3,1,1,3,5,1,7,1,1,1,3,1,1,1,8,1,1,1,1,4,1,0,1,5,5,5,5,9,4,1,1,2,1,2,5,15,6,26,No,,No
mturk,63015,16:28:15,1854509,"Yes, I consent to participate in this study",Yes,League of Legends,Ultra Street Fighter 4,Ultimate Marvel vs. Capcom 3,,,6,4,4, , ,3,18,5,20,4,16,,,,,18,29,Male,2,United States,2,pongnop.html,NV,1116,4,6,Single, , ,6,5,5,5,21,6,3,5,3,4,3,5,3,3,2,2,6,2,5,5,3,3,5,5,3,2,3,5,3,5,4.5,3,3,2,5,4,4.5,3.727272727,5,7,6,6,3,5,3,2,5.666666667,1,1,1,1,1,1,6,5,5,3,4,17,2,1,1,4,4,7,3,9,4,3,3,3,2,2,7,11,10,28,No,It was fun.,No
mturk,63015,13:19:59,186139181,"Yes, I consent to participate in this study",Yes,Middle Earth Shadow of Mordor,Batman Arkham City,Call of Duty Modern Warfare 3,,,5,5,6, , ,6,30,5,25,7,42,,,,,32.33333333,29,Male,2,United States,2,pongnop.html,NV,1127,4,7,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,6,5,3,7,21,4,7,5,3,7,2,4,2,2,1,1,7,4,5,2,6,2,6,7,5,4,1,7,1,4,3.333333333,3.4,6,2.5,7,3.5,5,4.136363636,3,7,4,5,3,4,5,1,4,1,1,1,1,1,1,6,1,7,7,1,16,1,0,0,8,7,5,5,9,7,4,2,2,1,1,4,20,13,37,No,,No
mturk,63015,13:21:55,18749463,"Yes, I consent to participate in this study",Yes,Bejeweled,Mah jong,SuperMario World,,,5,4,4, , ,1,5,1,4,1,4,,,,,4.333333333,42,Female,1,USA,2,pongnop.html,NV,997,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,4,4,4,4,16,5,7,3,5,7,2,4,3,3,1,1,7,5,2,5,3,2,3,6,3,2,2,5,3,5,3.5,2.8,6.333333333,1.5,5.5,2.5,6,3.863636364,2,7,2,5,5,6,5,3,3,1,1,2,1,1,1,7,3,1,3,1,8,1,0,0,1,1,9,1,9,2,1,1,2,1,1,4,3,4,11,No,I enjoyed participating,No
mturk,63015,16:26:59,188576354,"Yes, I consent to participate in this study",Yes,Mass Effect 3,Pillars of Eternity,Gnomoria,Starpoint Gemini,Crusader Kings 2,7,6,4,4,3,7,49,5,30,4,16,4,16,2,6,23.4,30,Male,2,United States of America,1,perfectbalance.html,NV,,4,7,Single, , ,4,4,4,4,16,4,3,3,5,2,3,3,3,3,1,2,6,1,3,2,6,2,4,5,2,1,2,5,3,4,3.166666667,3.4,2,1,5,3,5.5,3.227272727,1,6,2,4,5,6,5,3,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,0,2,7,3,6,4,9,2,2,2,2,1,3,6,14,6,26,No,"Game score, I didn't see it",No
mturk,63015,15:14:41,189063395,"Yes, I consent to participate in this study",Yes,The Room,Can You Escape?,Pearl's Peril,Farm Heroes Saga,Candy Crush Saga,4,4,4,3,3,1,4,1,4,1,4,1,3,1,3,3.6,41,Female,1,United States,4,moremindlessviolence.html,V,28,3,1,Single, , ,7,7,6,7,27,7,2,3,5,1,7,7,5,5,2,1,7,1,6,3,5,6,5,6,3,1,5,6,5,6,6.166666667,5,1.333333333,1.5,6,5,6,4.681818182,2,7,2,2,2,7,1,2,2,1,1,1,1,1,1,6,1,1,1,1,4,1,0,3,6,9,3,7,9,1,1,1,2,1,4,7,22,3,32,No,,No
mturk,63015,21:26:15,189176694,"Yes, I consent to participate in this study",Yes,CIV 5,Maiden 14,Oblivion,,,7,1,6,,,3,21,2,2,5,30,,,,0,13.25,45,Male,2,usa,6,gunblood.html,V,87,3,5,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,5,5,4,4,18,6,6,4,4,7,3,3,3,3,2,3,5,5,5,5,3,2,5,5,3,3,3,5,2,4,3.666666667,3,6,2.5,5,4,4.5,3.954545455,3,7,6,5,3,6,5,2,4.666666667,1,1,1,1,1,1,6,6,2,6,3,17,1,1,3,7,5,4,6,9,2,2,2,2,2,4,8,18,6,32,No,,No
mturk,63015,22:28:22,190505762,"Yes, I consent to participate in this study",Yes,fallout 3,elder scrolls: oblivion,msfsx,starcraft 2,need for speed,4,4,2,2,3,7,28,5,20,1,2,4,8,1,3,12.2,29,Male,2,USA,5,deanimator.html,V,49,5,6,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,4,4,5,4,17,5,5,6,2,2,4,4,3,3,2,2,6,3,3,5,3,2,5,6,2,2,2,6,3,4,3.5,3,3.333333333,2,6,3.5,4,3.5,1,6,1,6,3,5,2,4,2.666666667,1,1,1,1,1,1,6,4,4,4,4,16,1,1,2,9,6,6,4,9,5,5,5,2,2,3,7,19,15,41,No,,No
mturk,63015,16:45:43,193383771,"Yes, I consent to participate in this study",Yes,First-person shooters,RPG,Variety games,Nintendo games,Sci-Fi games,5,2,4,5,4,6,30,6,12,6,24,6,30,6,24,24,24,Female,1,USA,5,deanimator.html,V,20,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,6,5,5,6,22,5,6,5,3,7,4,6,3,4,5,6,2,7,7,5,3,4,5,6,3,4,5,5,3,6,5.166666667,3.4,6.666666667,4.5,5.5,5,2.5,4.681818182,4,5,3,5,6,5,4,4,4,1,1,1,1,1,1,6,6,5,6,3,20,1,0,0,6,6,7,3,9,6,1,2,2,1,1,4,15,9,28,No,n/a,No
mturk,63015,15:49:14,196859620,"Yes, I consent to participate in this study",Yes,Diner Dash,,,,,4, , , , ,1,4,,,,,,,,,4,30,Female,1,USA,4,moremindlessviolence.html,V,30,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,5,5,4,4,18,7,7,3,5,7,6,6,5,5,3,1,7,6,5,3,5,5,7,6,5,3,6,5,1,7,5.166666667,5.2,6.666666667,3,5.5,6.5,6,5.409090909,6,7,6,6,6,6,5,2,6,1,1,1,1,1,1,6,1,1,1,1,4,1,0,0,1,1,9,1,9,2,1,2,2,1,1,4,3,5,12,No,no,No
mturk,63015,19:51:46,198893156,"Yes, I consent to participate in this study",Yes,Bloodborne,Age of Empires 2,Fallout 3,Civilization 5,Destiny,6,3,3,2,4,6,36,4,12,5,15,3,6,5,20,17.8,19,Male,2,United States,6,gunblood.html,V,247,5,7,Single, , ,5,5,4,5,19,5,6,7,1,6,3,3,5,5,3,3,5,5,3,6,2,3,5,5,4,3,3,5,3,5,3.666666667,3.8,5.666666667,3,5,4,3,4,2,4,5,5,7,6,6,4,4,1,1,2,1,1,1,7,5,3,5,3,16,0,0,0,2,3,6,4,9,5,5,4,1,1,1,3,9,14,26,No,The two parts did not relate,No
mturk,63015,14:51:49,200980885,"Yes, I consent to participate in this study",Yes,farmville 2,sims,township,,,7,7,7,,,1,7,2,14,,,,,,,10.5,39,Female,1,united states,5,deanimator.html,V,24,3,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,7,7,6,7,27,7,7,1,7,6,7,7,7,7,1,2,6,6,6,2,6,1,1,1,6,2,1,1,1,7,4.833333333,6.6,6.333333333,1.5,1,1,6.5,4.590909091,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,6,5,6,7,7,25,1,0,0,2,1,9,1,9,1,1,1,2,1,1,4,4,3,11,No,no,No
mturk,63015,21:47:54,201349865,"Yes, I consent to participate in this study",Yes,DC Universe,Fallen Earth,Salem,,,4,7,6, , ,5,20,5,35,3,18,,,,,24.33333333,22,Female,1,USA,1,perfectbalance.html,NV,2612,3,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,6,6,6,5,23,6,6,2,6,7,4,5,2,4,2,1,7,6,5,7,1,5,5,5,3,2,3,5,7,5,5.5,2.8,6.333333333,2,5,4,6.5,4.590909091,3,6,3,3,5,5,2,2,3,1,1,1,1,1,1,6,5,5,5,5,20,1,1,0,1,1,8,2,9,1,1,1,2,2,1,5,4,3,12,No,Thank you,No
mturk,70115,2:54:07,201835329,"Yes, I consent to participate in this study",Yes,smite,wartune,kings empire,runescape,league of legends,7,6,5,4,2,6,42,3,18,2,10,5,20,3,6,19.2,20,Male,2,United states,5,deanimator.html,V,58,6,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,7,6,6,7,26,6,7,3,5,7,5,6,6,5,5,1,7,7,6,2,6,6,7,6,6,3,6,7,2,6,5.333333333,5.6,7,4,6.5,6.5,6,5.772727273,7,6,5,1,5,7,3,2,4.333333333,1,1,1,1,1,1,6,3,3,3,2,11,1,1,Oct-19,8,6,3,7,9,5,4,4,2,2,8,12,21,13,46,No,Thank you great study,No
mturk,63015,14:49:21,202263182,"Yes, I consent to participate in this study",Yes,candy crush,the sims,bejeweled,sims freeplay,heavy rain,7,4,4,4,2,1,7,2,8,1,4,2,8,5,10,7.4,24,Female,1,usa,4,moremindlessviolence.html,V,432,5,1,Single,Under one year,Much younger,3,3,2,2,10,3,3,3,5,3,5,3,3,3,3,5,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3.4,3,3,4,3,4,3.272727273,1,5,1,1,2,2,2,7,1,1,1,2,2,1,1,8,5,5,5,5,20,0,0,0,7,7,4,6,4,1,1,1,1,1,1,3,20,3,26,No,,No
mturk,63015,13:25:50,20354741,"Yes, I consent to participate in this study",Yes,Fallout 3,Elder Scrolls Online,Skyrim,Metro,Portal 2,7,7,4,3,2,7,49,5,35,7,28,7,21,1,2,27,40,Male,2,USA,5,deanimator.html,V,7,6,7,Single,20+ years,About the same age,3,3,3,2,11,4,4,7,1,6,2,2,1,2,1,6,2,5,3,6,2,1,4,7,3,1,5,7,1,3,2.333333333,2,5,1,7,4.5,1.5,3.045454545,1,7,6,6,3,5,5,3,4.333333333,1,1,1,1,1,2,7,1,1,1,1,4,0,0,2,2,2,6,4,9,3,3,2,1,1,3,5,8,8,21,No,no,No
mturk,63015,18:16:37,204223164,"Yes, I consent to participate in this study",Yes,Sudoku,Video Poker,Tetris Blitz,Baccarat,,7,5,5,6, ,1,7,1,5,2,10,1,6,,,7,21,Male,2,USA,2,pongnop.html,NV,863,5,7,Recently single/divorced/separated,6-10 years,Much younger,7,7,6,6,26,6,6,7,1,5,5,6,5,3,3,3,5,5,6,5,3,6,6,7,3,3,6,7,6,6,6,3.8,5.333333333,3,7,6,3,4.954545455,6,5,6,6,5,6,3,3,6,1,1,1,1,1,1,6,2,2,5,2,11,5-Jun,2,20+,9,9,2,8,9,9,7,8,6,3,9,12,26,24,62,No,no,No
mturk,63015,15:50:27,204431744,"Yes, I consent to participate in this study",Yes,Euro Truck Simulator,Super Smash Brothers for 3DS,,,,4,7, , , ,1,4,2,14,,,,,,,9,20,Male,2,United States of America,5,deanimator.html,V,0,1,7,Single, , ,4,4,4,4,16,1,1,1,7,1,1,1,1,1,1,1,7,1,1,7,1,1,1,7,1,1,1,7,1,4,1.5,1,1,1,7,1,7,2.227272727,1,3,5,7,7,7,5,1,4.333333333,1,1,1,1,1,1,6,1,1,1,1,4,0,0,0,9,9,1,9,9,9,9,7,1,1,1,3,27,25,55,No,The game did not work,
mturk,63015,16:00:34,205440386,"Yes, I consent to participate in this study",Yes,Elite: Dangerous,Minecraft,Halo: MCC,GTA: V,Terraria,7,5,4,5,3,2,14,1,5,5,20,7,35,2,6,16,27,Male,2,United States,6,gunblood.html,V,37,4,7,Single, , ,5,4,4,3,16,3,5,3,5,3,5,3,5,5,2,5,3,3,3,3,5,2,5,5,2,3,5,5,3,5,3.166666667,4.4,3.666666667,2.5,5,5,4,3.863636364,3,5,5,3,2,3,5,5,3.666666667,3,2,3,2,2,1,13,2,5,5,3,15,0,0,0,6,6,6,4,9,9,7,8,1,1,1,3,16,24,43,No,,No
mturk,63015,16:46:06,208705023,"Yes, I consent to participate in this study",Yes,Skylanders Trap Team,Rayman Legends,Mario Kart 8,Skylanders Swap Force,Disney Infinity,6,5,5,6,4,1,6,1,5,1,5,1,6,1,4,5.2,31,Female,1,USA,1,perfectbalance.html,NV,2124,6,2,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,6,6,5,6,23,6,7,3,5,7,3,6,5,2,1,1,7,5,6,5,3,6,6,6,3,1,3,5,7,6,6.166666667,3.2,6.333333333,1,5.5,4.5,6,4.818181818,3,7,2,5,5,5,5,3,3.333333333,1,1,2,1,1,1,7,1,1,3,3,8,1,20+,20+,9,9,2,8,9,4,3,2,2,9,9,20,26,9,55,No,No problems.,No
mturk,63015,21:26:05,209943685,"Yes, I consent to participate in this study",Yes,Wii Fit,Original Mario,Mario 3,Tetris,Scrabble,6,4,4,4,6,1,6,2,8,2,8,1,4,1,6,6.4,30,Female,1,United States,6,gunblood.html,V,89,4,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,5,5,4,4,18,5,7,2,6,6,4,5,4,4,2,1,7,5,5,2,6,5,6,5,5,1,5,5,4,5,4.833333333,4.6,6,1.5,5,5.5,6.5,4.863636364,1,6,2,4,7,7,7,3,2.333333333,1,1,1,1,1,1,6,1,1,1,1,4,1,Oct-19,7-Sep,1,1,6,4,9,2,2,2,2,8,7,17,6,6,29,No,,No
mturk,63015,21:16:15,211338514,"Yes, I consent to participate in this study",Yes,gran turismo 6,crash bandicoot,tekken tag 2,soul caliber 5,,6,4,4,7, ,1,6,3,12,5,20,6,42,,,20,34,Female,1,usa,3,bubbleshooter.html,NV,1180,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,6,6,6,6,24,7,7,3,5,7,6,6,6,6,3,2,6,7,6,2,6,3,5,7,6,3,3,6,6,6,5.666666667,6,7,3,6.5,4,5.5,5.590909091,6,5,5,6,6,5,3,5,5.666666667,1,1,1,1,1,1,6,5,5,3,5,18,1,0,0,1,2,8,2,9,1,1,1,2,1,1,4,5,3,12,No,none,No
mturk,63015,15:30:48,211508514,"Yes, I consent to participate in this study",Yes,,,,,,4,4,4,4,4,,0,,0,,0,,0,,0,0,49,Female,1,united states,3,bubbleshooter.html,NV,7880,3,1,Recently single/divorced/separated,Under one year,A little older,2,1,1,1,5,1,7,1,7,7,1,1,1,1,1,1,7,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1.2,5,1,1,1,7,2.136363636,1,7,1,1,5,6,1,1,1,1,1,1,1,1,1,6,1,1,5,1,8,0,0,0,3,1,8,2,9,1,1,1,1,1,1,3,6,3,12,No,no,No
mturk,63015,15:19:11,212663422,"Yes, I consent to participate in this study",Yes,8ball Pool,darkwing duck,Alto,stick hero,meat boy,7,1,5,3,2,2,14,3,3,3,15,2,6,3,6,8.8,27,Male,2,usa,5,deanimator.html,V,342,7,7,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,5,6,5,5,21,5,3,3,5,5,3,5,5,6,3,3,5,3,5,5,3,6,5,5,5,3,6,5,3,5,4.833333333,4.4,3.666666667,3,5,5.5,5,4.5,3,6,3,3,5,5,3,5,3,1,1,3,1,2,1,9,3,3,3,3,12,2,1,1,6,7,4,6,9,4,4,4,3,2,2,7,19,12,38,No,,No
mturk,63015,21:49:23,214329618,"Yes, I consent to participate in this study",Yes,Elder Scrolls Online,Ark,Animal Crossing,Fantasy Life,Minecraft,7,5,7,4,7,5,35,6,30,1,7,1,4,1,7,16.6,24,Female,1,United States of America,1,perfectbalance.html,NV,1000,4,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,6,5,5,21,5,6,1,7,7,6,6,5,5,1,1,7,1,5,1,7,6,5,5,6,1,5,5,5,6,5.5,5.8,4.666666667,1,5,5,7,5.090909091,1,7,1,1,5,6,1,5,1,1,1,1,1,1,1,6,1,1,1,1,4,1,2,0,6,2,7,3,9,1,1,1,2,3,1,6,11,3,20,No,,No
mturk,63015,22:01:54,214329618,"Yes, I consent to participate in this study",Yes,Elder Scrolls,Minecraft,Animal Crossing,Ark,Fantasy Life,6,7,7,5,4,5,30,1,7,1,7,6,30,1,4,15.6,24,Female,1,United States of America,5,deanimator.html,V,540062,4,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,5,6,5,5,21,5,7,1,7,7,5,5,3,5,1,1,7,1,6,1,7,5,5,5,5,1,5,5,5,6,5.333333333,5,5,1,5,5,7,4.909090909,1,6,1,1,6,5,1,5,1,1,1,1,1,1,1,6,1,1,1,1,4,1,2,0,6,2,7,3,9,1,1,1,2,3,1,6,11,3,20,No,,No
mturk,63015,16:45:23,214572987,"Yes, I consent to participate in this study",Yes,Call of Duty,Batman Arkham Knight,Fallout,MLB The Show,NBA  2k15,7,6,6,3,3,6,42,7,42,6,36,2,6,1,3,25.8,23,Female,1,USA,2,pongnop.html,NV,1059,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,6,5,5,7,23,5,7,3,5,7,6,5,5,3,1,1,7,6,5,3,5,1,1,5,2,1,1,5,1,5,3.666666667,4.2,6.666666667,1,5,1,6,4.045454545,1,7,1,5,6,7,2,2,2.333333333,1,1,1,1,1,1,6,3,3,2,2,10,1,1,1,2,2,8,2,9,2,2,2,2,2,2,6,6,6,18,No,,No
mturk,63015,16:52:32,215721582,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,68,Male,2,USA,5,deanimator.html,V,26,4,7,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,5,4,4,5,18,6,6,1,7,7,3,2,3,2,2,1,7,5,2,5,3,1,1,4,2,2,1,1,1,1,2.166666667,2.6,6,2,2.5,1,7,3.136363636,3,7,2,1,3,3,5,2,2,1,1,1,1,1,1,6,1,1,1,1,4,1,3,2,6,1,9,1,9,2,1,1,2,4,3,9,8,4,21,No,,No
mturk,63015,13:50:57,218228015,"Yes, I consent to participate in this study",Yes,Project Zomboid,The Last of Us,Soda Crush,BurnOut Paradise,Tales of Maj Eyal,7,7,7,4,5,7,49,7,49,1,7,1,4,3,15,24.8,36,Female,1,USA,6,gunblood.html,V,0,4,2,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Older,4,4,4,4,16,5,6,7,1,7,5,3,2,3,1,1,7,7,2,5,3,5,7,7,5,1,3,5,5,5,4.166666667,3.6,6.666666667,1,6,5,4,4.318181818,1,7,2,5,6,7,1,2,2.666666667,1,1,1,1,1,1,6,1,1,1,1,4,1,3,5-Jun,9,9,3,7,9,5,2,2,2,4,6,12,25,9,46,No,Game did not run. ,No
mturk,63015,15:50:02,220705956,"Yes, I consent to participate in this study",Yes,Civilization Revolution,Pokemon Alpha Sapphire,Super Mario Sunshine,Roller Coaster Tycoon,Diner Dash,7,4,4,5,2,3,21,5,20,3,12,2,10,1,2,13,22,Female,1,United States,6,gunblood.html,V,184,4,5,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,5,5,5,5,20,4,5,3,5,5,5,5,3,5,3,5,3,3,5,3,5,3,5,3,7,3,3,3,3,5,4.166666667,5,4.333333333,3,3,4,4,4.136363636,5,3,7,3,3,3,3,5,5,1,1,1,1,1,1,6,3,3,3,3,12,1,0,0,9,4,6,4,9,2,2,2,2,1,1,4,17,6,27,No,,No
mturk,63015,14:22:45,221108060,"Yes, I consent to participate in this study",Yes,Fire Emblem,Farm heroes,Minecraft,,,6,6,5, , ,5,30,1,6,2,10,,,,,15.33333333,37,Female,1,US,2,pongnop.html,NV,1910,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Older,4,4,4,4,16,5,6,3,5,7,5,4,4,5,4,1,7,4,4,3,5,4,5,5,5,3,3,5,3,5,4.166666667,4.8,5.666666667,3.5,5,4,6,4.681818182,5,7,5,5,3,5,2,4,5,1,1,1,1,1,1,6,1,1,1,2,5,1,2,1,3,4,6,4,9,3,2,2,2,3,2,7,11,7,25,No,,No
mturk,63015,13:32:10,224972891,"Yes, I consent to participate in this study",Prefer not to say,,,,,,,,,,,,0,,0,,0,,0,,0,0,29,Female,1,United States,2,pongnop.html,NV,1000,4,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,6,5,5,6,22,1,5,1,7,2,2,3,1,2,1,1,7,1,1,3,5,1,5,1,1,1,1,1,6,5,2.833333333,2.2,2.666666667,1,1,3,7,2.727272727,6,6,3,1,7,5,1,5,3.333333333,1,1,1,1,1,1,6,4,1,1,2,8,1,0,0,8,4,3,7,9,4,2,2,2,1,1,4,19,8,31,No,,No
mturk,63015,16:19:06,226502721,"Yes, I consent to participate in this study",Yes,candy crush,grand theft auto,,,,7,7, , , ,1,7,7,49,,,,,,,28,49,Female,1,us,5,deanimator.html,V,9,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,7,7,6,7,27,7,7,1,7,7,1,7,7,7,1,1,7,7,7,1,7,6,7,7,7,1,7,7,1,7,5.833333333,5.8,7,1,7,7,7,5.863636364,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,6,7,7,7,7,28,1,1,1,9,1,9,1,9,1,1,1,2,2,2,6,11,3,20,No,no,No
mturk,63015,17:52:37,228722707,"Yes, I consent to participate in this study",Yes,halo,halo 2,mario kart,lego star wars ,call of duty,7,7,4,4,4,6,42,6,42,1,4,2,8,6,24,24,30,Female,1,usa,1,perfectbalance.html,NV,873,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,6,5,4,4,19,5,7,3,5,7,5,5,5,5,3,1,7,7,5,3,5,5,5,5,6,3,5,5,5,5,5,5.2,7,3,5,5,6,5.227272727,5,7,2,2,3,5,1,2,3,1,1,1,1,1,1,6,6,6,6,6,24,1,5-Jun,Oct-19,9,6,6,4,9,2,2,2,2,6,8,16,19,6,41,No,na,No
mturk,63015,16:14:17,23240085,"Yes, I consent to participate in this study",Yes,Candy Crush Saga,Candy Crush Soda ,Logic Square,Wii Fit ,,7,7,7,4, ,1,7,1,7,1,7,1,4,,,6.25,28,Female,1,USA,1,perfectbalance.html,NV,3,3,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,4,5,4,5,18,3,7,5,3,7,3,4,2,2,1,4,4,5,4,6,2,5,5,7,3,3,1,6,3,5,4,2.4,6.333333333,2,6.5,3,3.5,3.863636364,1,7,5,6,4,4,3,4,4,1,1,1,1,1,1,6,1,1,1,1,4,1,1,1,7,4,3,7,9,6,4,4,2,2,2,6,18,14,38,No,No,No
mturk,63015,17:42:40,233164889,"Yes, I consent to participate in this study",No,,,,,,,,,,,,0,,0,,0,,0,,0,0,60,Male,2,usa,6,gunblood.html,V,0,1,6,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Much younger,6,6,5,2,19,5,7,2,6,7,5,5,5,5,2,3,5,3,3,2,6,7,6,5,3,3,3,3,1,5,4.333333333,4.8,5.666666667,2.5,4,4.5,5.5,4.545454545,1,7,1,1,1,7,6,7,1,1,1,4,2,2,1,11,3,3,3,3,12,1,Oct-19,Oct-19,6,6,6,4,6,9,9,9,2,8,8,18,16,27,61,No,,No
mturk,63015,14:58:17,235030018,"Yes, I consent to participate in this study",Yes,Tribez,Candy Crush,Doodle Alchemy,,,7,6,4, , ,2,14,1,6,1,4,,,,,8,40,Male,2,United States,2,pongnop.html,NV,900,4,3,Single,20+ years,About the same age,3,3,3,3,12,3,3,4,4,4,2,3,2,2,1,2,6,3,2,5,3,1,2,5,3,1,1,5,1,3,2.166666667,2.4,3.333333333,1,5,1.5,5,2.727272727,1,4,3,5,3,5,2,5,3,1,1,2,1,1,1,7,1,1,3,1,6,0,0,0,1,1,9,1,9,6,4,2,1,1,1,3,3,12,18,No,,No
mturk,63015,16:52:35,236631924,"Yes, I consent to participate in this study",Yes,Tetris,Mario Bros,,,,6,4, , , ,1,6,2,8,,,,,,,7,31,Female,1,USA,5,deanimator.html,V,2,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,5,5,5,6,21,5,4,3,5,4,4,5,3,3,1,3,5,4,4,4,4,3,5,4,3,1,3,4,4,4,4.166666667,3.4,4,1,4,4,5,3.727272727,1,7,4,3,5,7,5,1,2.666666667,1,1,1,1,1,1,6,3,1,3,3,10,1,0,0,4,1,9,1,9,1,1,1,2,1,1,4,6,3,13,No,no problems,No
